transaction_id,order_id,order_date,ship_date,ship_mode,order_priority,customer_id,customer_name,segment,product_id,product_name,category,sub_category,market,region,country,state,city,sales,profit,quantity,discount,shipping_cost
234,AG-2011-9060,2011-12-20,2011-12-25,"Standard Class",Medium,OT-87301,"Olvera Toch",Consumer,FUR-SAF-10000949,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,Africa,Africa,Algeria,Constantine,Constantine,198.00,29.70,1,0.00,12.63
248,AG-2012-2220,2012-11-09,2012-11-13,"Standard Class",Medium,PO-88651,"Patrick O'Donnell",Consumer,TEC-HEW-10002304,"Hewlett Fax Machine, High-Speed",Technology,Copiers,Africa,Africa,Algeria,Guelma,Guelma,1909.00,190.80,6,0.00,169.70
165,AG-2012-2220,2012-11-09,2012-11-13,"Standard Class",Medium,PO-88651,"Patrick O'Donnell",Consumer,OFF-SAN-10002639,"Sanford Markers, Easy-Erase","Office Supplies",Art,Africa,Africa,Algeria,Guelma,Guelma,24.00,0.45,1,0.00,2.69
239,AG-2012-2220,2012-11-09,2012-11-13,"Standard Class",Medium,MV-81901,"Mike Vittorini",Consumer,FUR-HAR-10003548,"Harbour Creations Bag Chairs, Set of Two",Furniture,Chairs,Africa,Africa,Algeria,Alger,Algiers,64.00,20.43,1,0.00,4.60
240,AG-2011-380,2011-03-03,2011-03-09,"Standard Class",Medium,CC-23701,"Christopher Conant",Consumer,FUR-ELD-10003131,"Eldon Frame, Durable",Furniture,Furnishings,Africa,Africa,Algeria,Alger,Algiers,113.00,29.43,1,0.00,9.51
241,AG-2012-7530,2012-08-08,2012-08-14,"Standard Class",Medium,AA-4801,"Andrew Allen",Consumer,FUR-DEF-10000346,"Deflect-O Frame, Duo Pack",Furniture,Furnishings,Africa,Africa,Algeria,Bechar,Bechar,110.00,8.79,1,0.00,7.95
245,AG-2014-4290,2014-06-30,2014-07-05,"Standard Class",High,RC-99601,"Ryan Crowe",Consumer,TEC-NOK-10000784,"Nokia Speaker Phone, Cordless",Technology,Phones,Africa,Africa,Algeria,Oran,Oran,1008.00,433.44,8,0.00,122.39
250,AG-2014-2040,2014-01-01,2014-01-06,"Standard Class",High,CR-27301,"Craig Reiter",Consumer,FUR-RUB-10003004,"Rubbermaid Frame, Durable",Furniture,Furnishings,Africa,Africa,Algeria,Alger,Algiers,107.00,26.73,1,0.00,16.77
256,AG-2012-2200,2012-11-29,2012-12-02,"First Class",Medium,TS-115051,"Tony Sayre",Consumer,FUR-DAN-10004510,"Dania Library with Doors, Metal",Furniture,Bookcases,Africa,Africa,Algeria,Alger,Algiers,1447.00,506.52,4,0.00,199.04
257,AG-2013-2840,2013-05-21,2013-05-24,"First Class",High,CS-18601,"Cari Schnelling",Consumer,FUR-SAU-10000209,"Sauder Corner Shelving, Metal",Furniture,Bookcases,Africa,Africa,Algeria,Djelfa,"Ain Oussera",147.00,42.54,1,0.00,17.73
258,AG-2013-8990,2013-09-12,2013-09-14,"First Class",Critical,RB-96451,"Robert Barroso",Corporate,FUR-SAU-10003795,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,Africa,Africa,Algeria,Batna,Barika,147.00,10.29,1,0.00,50.56
259,AG-2013-6630,2013-12-10,2013-12-12,"First Class",High,LW-71251,"Liz Willingham",Consumer,FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,Africa,Africa,Algeria,Laghouat,Laghouat,436.00,178.74,1,0.00,70.02
237,AG-2011-7710,2011-05-24,2011-05-27,"First Class",Critical,BM-17851,"Bryan Mills",Consumer,FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,Africa,Africa,Algeria,Guelma,Guelma,875.00,148.68,2,0.00,78.70
269,AG-2013-6810,2013-07-10,2013-07-12,"Second Class",High,NF-85951,"Nicole Fjeld","Home Office",TEC-NOK-10000534,"Nokia Smart Phone, with Caller ID",Technology,Phones,Africa,Africa,Algeria,Alger,Algiers,639.00,229.98,1,0.00,93.82
262,AG-2013-6810,2013-07-10,2013-07-12,"Second Class",High,NF-85951,"Nicole Fjeld","Home Office",FUR-ELD-10000301,"Eldon Frame, Duo Pack",Furniture,Furnishings,Africa,Africa,Algeria,Alger,Algiers,116.00,52.32,1,0.00,15.42
263,AG-2011-9610,2011-04-22,2011-04-25,"First Class",High,AA-6451,"Anna Andreadi",Consumer,FUR-HAR-10002178,"Harbour Creations Rocking Chair, Set of Two",Furniture,Chairs,Africa,Africa,Algeria,Alger,Algiers,299.00,53.76,2,0.00,47.50
264,AG-2011-8930,2011-12-26,2011-12-27,"Same Day",Medium,MW-82201,"Mitch Webber",Consumer,FUR-HON-10002599,"Hon Chairmat, Adjustable",Furniture,Chairs,Africa,Africa,Algeria,Alger,Algiers,116.00,27.84,2,0.00,9.32
266,AG-2014-4590,2014-06-24,2014-06-24,"Same Day",Critical,AM-3601,"Alice McCarthy",Corporate,TEC-APP-10001108,"Apple Headset, with Caller ID",Technology,Phones,Africa,Africa,Algeria,Alger,Algiers,73.00,10.98,1,0.00,24.16
273,AG-2014-3130,2014-11-01,2014-11-04,"Second Class",Medium,CC-21001,"Chad Cunningham","Home Office",TEC-SHA-10000052,"Sharp Copy Machine, Color",Technology,Copiers,Africa,Africa,Algeria,Oran,Oran,482.00,178.20,2,0.00,25.79
274,AG-2011-9670,2011-12-22,2011-12-24,"First Class",Medium,DK-28351,"Damala Kotsonis",Corporate,TEC-PAN-10002365,"Panasonic Printer, White",Technology,Machines,Africa,Africa,Algeria,Saida,Saida,1589.00,349.56,6,0.00,102.07
275,AG-2013-7890,2013-08-26,2013-08-29,"Second Class",Medium,DJ-35101,"Don Jones",Corporate,TEC-EPS-10004328,"Epson Printer, Durable",Technology,Machines,Africa,Africa,Algeria,Alger,Algiers,1051.00,399.36,4,0.00,64.78
381,AO-2013-4310,2013-10-30,2013-11-04,"Second Class",Medium,CW-19051,"Carl Weiss","Home Office",FUR-DEF-10002774,"Deflect-O Clock, Durable",Furniture,Furnishings,Africa,Africa,Angola,Luanda,Luanda,47.00,15.12,1,0.00,3.77
282,AO-2013-4310,2013-10-30,2013-11-04,"Second Class",Medium,CW-19051,"Carl Weiss","Home Office",OFF-HON-10000934,"Hon Legal Exhibit Labels, Laser Printer Compatible","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,65.00,11.70,6,0.00,8.67
380,AO-2011-8430,2011-01-20,2011-01-20,"Same Day",High,MA-79951,"Michelle Arnett","Home Office",FUR-BUS-10002989,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,Africa,Africa,Angola,Luanda,Luanda,825.00,338.34,2,0.00,88.97
286,AO-2011-8430,2011-01-20,2011-01-20,"Same Day",High,MA-79951,"Michelle Arnett","Home Office",OFF-SME-10002417,"Smead Trays, Single Width","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,49.00,15.51,1,0.00,11.64
284,AO-2011-8430,2011-01-20,2011-01-20,"Same Day",High,MA-79951,"Michelle Arnett","Home Office",OFF-ELD-10000124,"Eldon Trays, Single Width","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,48.00,15.84,1,0.00,7.92
379,AO-2012-2810,2012-09-29,2012-10-01,"Second Class",Medium,HJ-48751,"Heather Jas","Home Office",FUR-DAN-10001875,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,Africa,Africa,Angola,Luanda,Luanda,169.00,64.14,1,0.00,19.46
287,AO-2012-2810,2012-09-29,2012-10-01,"Second Class",Medium,HJ-48751,"Heather Jas","Home Office",OFF-STA-10003908,"Stanley Highlighters, Blue","Office Supplies",Art,Africa,Africa,Angola,Luanda,Luanda,15.00,2.94,1,0.00,1.46
288,AO-2011-1390,2011-02-01,2011-02-04,"Second Class",Critical,DK-31501,"David Kendrick",Corporate,OFF-FEL-10001541,"Fellowes Lockers, Wire Frame","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,206.00,92.88,1,0.00,53.08
292,AO-2014-4830,2014-08-31,2014-09-03,"Second Class",High,JM-56551,"Jim Mitchum",Corporate,OFF-FEL-10001405,"Fellowes File Cart, Industrial","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,276.00,35.82,2,0.00,44.92
289,AO-2014-4830,2014-08-31,2014-09-03,"Second Class",High,JM-56551,"Jim Mitchum",Corporate,OFF-SME-10001745,"Smead Shelving, Blue","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,49.00,14.67,1,0.00,6.90
290,AO-2014-650,2014-09-11,2014-09-11,"Same Day",High,LC-69301,"Linda Cazamias",Corporate,OFF-KLE-10001317,"Kleencut Ruler, Easy Grip","Office Supplies",Supplies,Africa,Africa,Angola,Benguela,Benguela,30.00,0.60,2,0.00,3.63
386,AO-2012-1220,2012-01-23,2012-01-26,"First Class",Medium,DL-34951,"Dionis Lloyd",Corporate,TEC-BRO-10000374,"Brother Ink, Laser",Technology,Copiers,Africa,Africa,Angola,Luanda,Luanda,147.00,0.00,1,0.00,30.20
291,AO-2012-1220,2012-01-23,2012-01-26,"First Class",Medium,DL-34951,"Dionis Lloyd",Corporate,OFF-STO-10001671,"Stockwell Staples, Assorted Sizes","Office Supplies",Fasteners,Africa,Africa,Angola,Luanda,Luanda,16.00,5.64,2,0.00,0.41
385,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,TEC-MOT-10001088,"Motorola Audio Dock, VoIP",Technology,Phones,Africa,Africa,Angola,Luanda,Luanda,347.00,100.56,2,0.00,32.39
383,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,FUR-OFF-10004824,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,Africa,Africa,Angola,Luanda,Luanda,705.00,211.32,4,0.00,100.51
382,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,FUR-NOV-10004962,"Novimex Bag Chairs, Adjustable",Furniture,Chairs,Africa,Africa,Angola,Luanda,Luanda,48.00,12.09,1,0.00,4.54
303,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,OFF-IBI-10002805,"Ibico 3-Hole Punch, Economy","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,30.00,15.21,1,0.00,7.28
297,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,OFF-AME-10000360,"Ames Interoffice Envelope, Security-Tint","Office Supplies",Envelopes,Africa,Africa,Angola,Luanda,Luanda,95.00,46.56,2,0.00,7.96
296,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,OFF-AME-10002949,"Ames Clasp Envelope, with clear poly window","Office Supplies",Envelopes,Africa,Africa,Angola,Luanda,Luanda,21.00,2.52,2,0.00,2.40
295,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,OFF-ACC-10002834,"Accos Thumb Tacks, 12 Pack","Office Supplies",Fasteners,Africa,Africa,Angola,Luanda,Luanda,26.00,8.88,2,0.00,4.92
293,AO-2013-1640,2013-10-25,2013-10-29,"Second Class",High,IG-50851,"Ivan Gibson",Consumer,OFF-STI-10000388,"Stiletto Scissors, Serrated","Office Supplies",Supplies,Africa,Africa,Angola,Luanda,Luanda,41.00,13.38,2,0.00,7.28
302,AO-2014-2110,2014-10-17,2014-10-22,"Second Class",High,EP-39151,"Emily Phan",Consumer,OFF-ACC-10001285,"Acco Index Tab, Clear","Office Supplies",Binders,Africa,Africa,Angola,Huambo,Huambo,34.00,5.40,4,0.00,3.59
294,AO-2014-2110,2014-10-17,2014-10-22,"Second Class",High,EP-39151,"Emily Phan",Consumer,OFF-GRE-10004054,"Green Bar Memo Slips, Multicolor","Office Supplies",Paper,Africa,Africa,Angola,Huambo,Huambo,110.00,39.60,6,0.00,19.11
283,AO-2013-6140,2013-12-27,2013-12-31,"Second Class",High,BP-12901,"Beth Paige",Consumer,OFF-HON-10000934,"Hon Legal Exhibit Labels, Laser Printer Compatible","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,65.00,11.70,6,0.00,8.57
298,AO-2013-6910,2013-12-31,2014-01-03,"First Class",Medium,JH-59851,"Joseph Holt",Consumer,OFF-ROG-10002132,"Rogers Lockers, Industrial","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,848.00,322.32,4,0.00,91.00
285,AO-2014-1550,2014-04-11,2014-04-13,"Second Class",High,SC-100201,"Sam Craven",Consumer,OFF-ELD-10000124,"Eldon Trays, Single Width","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,48.00,15.84,1,0.00,7.85
299,AO-2014-9370,2014-05-27,2014-06-01,"Second Class",Medium,AH-5851,"Angele Hood",Consumer,OFF-STA-10004484,"Stanley Pens, Water Color","Office Supplies",Art,Africa,Africa,Angola,Luanda,Luanda,13.00,4.23,1,0.00,0.85
73,AO-2014-9370,2014-05-27,2014-06-01,"Second Class",Medium,AH-5851,"Angele Hood",Consumer,FUR-BUS-10001243,"Bush Classic Bookcase, Pine",Furniture,Bookcases,Africa,Africa,Angola,Luanda,Luanda,828.00,405.72,2,0.00,87.64
300,AO-2012-7800,2012-07-21,2012-07-24,"First Class",Medium,JC-53401,"Jasper Cacioppo",Consumer,OFF-ACC-10004871,"Acco Binder Covers, Economy","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,107.00,43.68,8,0.00,14.47
388,AO-2014-420,2014-11-18,2014-11-19,"First Class",High,DV-34651,"Dianna Vittorini",Consumer,TEC-KON-10001519,"Konica Calculator, White",Technology,Machines,Africa,Africa,Angola,Namibe,Namibe,50.00,14.49,1,0.00,6.78
304,AO-2014-420,2014-11-18,2014-11-19,"First Class",High,DV-34651,"Dianna Vittorini",Consumer,OFF-AVE-10002024,"Avery Index Tab, Durable","Office Supplies",Binders,Africa,Africa,Angola,Namibe,Namibe,13.00,3.42,2,0.00,3.30
306,AO-2014-8250,2014-09-18,2014-09-24,"Standard Class",Low,GM-45001,"Gene McClure",Consumer,OFF-FEL-10001776,"Fellowes File Cart, Single Width","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,275.00,0.00,2,0.00,33.40
93,AO-2014-8250,2014-09-18,2014-09-24,"Standard Class",Low,GM-45001,"Gene McClure",Consumer,OFF-ACC-10004538,"Acco Binder Covers, Recycled","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,14.00,4.08,1,0.00,1.24
58,AO-2014-8250,2014-09-18,2014-09-24,"Standard Class",Low,GM-45001,"Gene McClure",Consumer,OFF-TEN-10001031,"Tenex Shelving, Single Width","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,328.00,81.90,6,0.00,37.24
305,AO-2011-1710,2011-02-03,2011-02-10,"Standard Class",Low,SW-104551,"Shaun Weien",Consumer,OFF-WIL-10001889,"Wilson Jones Hole Reinforcements, Economy","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,9.00,4.50,2,0.00,0.80
372,AO-2013-2180,2013-11-14,2013-11-18,"Standard Class",High,LC-69601,"Lindsay Castell","Home Office",FUR-SAU-10003203,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Africa,Africa,Angola,Benguela,Benguela,169.00,69.36,1,0.00,12.30
307,AO-2013-2180,2013-11-14,2013-11-18,"Standard Class",High,LC-69601,"Lindsay Castell","Home Office",OFF-ROG-10000191,"Rogers Lockers, Wire Frame","Office Supplies",Storage,Africa,Africa,Angola,Benguela,Benguela,211.00,52.65,1,0.00,34.31
281,AO-2013-2180,2013-11-14,2013-11-18,"Standard Class",High,LC-69601,"Lindsay Castell","Home Office",OFF-HON-10000934,"Hon Legal Exhibit Labels, Laser Printer Compatible","Office Supplies",Labels,Africa,Africa,Angola,Benguela,Benguela,152.00,27.30,14,0.00,18.74
308,AO-2013-2380,2013-03-28,2013-04-01,"Standard Class",High,CM-26551,"Corinna Mitchell","Home Office",OFF-STA-10004163,"Stanley Markers, Fluorescent","Office Supplies",Art,Africa,Africa,Angola,Luanda,Luanda,94.00,31.80,4,0.00,10.96
374,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,FUR-DEF-10004355,"Deflect-O Clock, Duo Pack",Furniture,Furnishings,Africa,Africa,Angola,Luanda,Luanda,403.00,36.24,8,0.00,41.24
371,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,FUR-SAU-10002642,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,Africa,Africa,Angola,Luanda,Luanda,167.00,34.98,1,0.00,17.42
369,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,TEC-APP-10001389,"Apple Audio Dock, with Caller ID",Technology,Phones,Africa,Africa,Angola,Luanda,Luanda,167.00,25.02,1,0.00,18.22
312,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,OFF-OIC-10000121,"OIC Paper Clips, 12 Pack","Office Supplies",Fasteners,Africa,Africa,Angola,Luanda,Luanda,14.00,3.30,1,0.00,2.07
309,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,OFF-KRA-10003337,"Kraft Mailers, Recycled","Office Supplies",Envelopes,Africa,Africa,Angola,Luanda,Luanda,146.00,49.56,4,0.00,15.52
210,AO-2013-2100,2013-06-05,2013-06-09,"Standard Class",High,AS-2851,"Alejandro Savely",Corporate,OFF-STO-10004779,"Stockwell Push Pins, Bulk Pack","Office Supplies",Fasteners,Africa,Africa,Angola,Luanda,Luanda,14.00,3.00,1,0.00,2.01
313,AO-2014-5560,2014-04-12,2014-04-16,"Standard Class",High,TB-113551,"Todd Boyes",Corporate,OFF-WIL-10000777,"Wilson Jones 3-Hole Punch, Recycled","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,28.00,8.49,1,0.00,3.67
310,AO-2014-5560,2014-04-12,2014-04-16,"Standard Class",High,TB-113551,"Todd Boyes",Corporate,OFF-HAR-10002083,"Harbour Creations Round Labels, 5000 Label Set","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,29.00,11.04,4,0.00,3.28
375,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,FUR-ADV-10004718,"Advantus Light Bulb, Duo Pack",Furniture,Furnishings,Africa,Africa,Angola,Huambo,Huambo,40.00,8.04,2,0.00,6.91
321,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,OFF-BIC-10001632,"BIC Pens, Easy-Erase","Office Supplies",Art,Africa,Africa,Angola,Huambo,Huambo,15.00,3.18,1,0.00,1.97
320,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,OFF-BIC-10003680,"BIC Highlighters, Blue","Office Supplies",Art,Africa,Africa,Angola,Huambo,Huambo,227.00,90.72,12,0.00,47.97
318,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,OFF-ROG-10002866,"Rogers Folders, Blue","Office Supplies",Storage,Africa,Africa,Angola,Huambo,Huambo,61.00,1.20,2,0.00,5.31
317,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,OFF-AVE-10004310,"Avery File Folder Labels, Alphabetical","Office Supplies",Labels,Africa,Africa,Angola,Huambo,Huambo,107.00,35.28,12,0.00,8.18
314,AO-2011-8260,2011-07-16,2011-07-20,"Standard Class",High,RO-97801,"Rose O'Brian",Consumer,OFF-CUI-10002506,"Cuisinart Blender, White","Office Supplies",Appliances,Africa,Africa,Angola,Huambo,Huambo,65.00,24.72,1,0.00,3.94
370,AO-2011-8000,2011-12-15,2011-12-19,"Standard Class",High,JK-53701,"Jay Kimmel",Consumer,TEC-KON-10001624,"Konica Receipt Printer, Durable",Technology,Machines,Africa,Africa,Angola,Luanda,Luanda,245.00,70.92,2,0.00,51.57
367,AO-2011-8000,2011-12-15,2011-12-19,"Standard Class",High,JK-53701,"Jay Kimmel",Consumer,TEC-MOT-10001178,"Motorola Signal Booster, with Caller ID",Technology,Phones,Africa,Africa,Angola,Luanda,Luanda,143.00,57.24,1,0.00,9.12
315,AO-2011-8000,2011-12-15,2011-12-19,"Standard Class",High,JK-53701,"Jay Kimmel",Consumer,OFF-GLO-10003496,"GlobeWeis Manila Envelope, Set of 50","Office Supplies",Envelopes,Africa,Africa,Angola,Luanda,Luanda,27.00,9.03,1,0.00,3.17
316,AO-2014-7730,2014-12-31,2015-01-04,"Standard Class",High,KL-66451,"Ken Lonsdale",Consumer,OFF-SAN-10001094,"SanDisk Memo Slips, 8.5 x 11","Office Supplies",Paper,Africa,Africa,Angola,Luanda,Luanda,127.00,20.16,6,0.00,11.50
319,AO-2013-2230,2013-05-28,2013-06-02,"Standard Class",High,JK-60901,"Juliana Krohn",Consumer,OFF-ROG-10002818,"Rogers Trays, Industrial","Office Supplies",Storage,Africa,Africa,Angola,Luanda,Luanda,62.00,24.84,1,0.00,8.71
148,AO-2013-2230,2013-05-28,2013-06-02,"Standard Class",High,JK-60901,"Juliana Krohn",Consumer,OFF-AVE-10004508,"Avery Round Labels, Adjustable","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,5.00,0.84,1,0.00,0.74
138,AO-2014-4190,2014-11-22,2014-11-26,"Standard Class",Medium,DR-29401,"Daniel Raglin","Home Office",OFF-IBI-10004855,"Ibico Hole Reinforcements, Recycled","Office Supplies",Binders,Africa,Africa,Angola,Huambo,Huambo,29.00,9.00,4,0.00,2.52
352,AO-2012-1230,2012-11-15,2012-11-20,"Standard Class",Medium,DH-30751,"Dave Hallsten",Corporate,TEC-ENE-10000895,"Enermax Mouse, Bluetooth",Technology,Accessories,Africa,Africa,Angola,Malanje,Malanje,40.00,4.83,1,0.00,3.79
323,AO-2012-1230,2012-11-15,2012-11-20,"Standard Class",Medium,DH-30751,"Dave Hallsten",Corporate,OFF-HON-10002456,"Hon Color Coded Labels, Laser Printer Compatible","Office Supplies",Labels,Africa,Africa,Angola,Malanje,Malanje,51.00,17.88,4,0.00,0.31
322,AO-2012-1230,2012-11-15,2012-11-20,"Standard Class",Medium,DH-30751,"Dave Hallsten",Corporate,OFF-KRA-10000916,"Kraft Interoffice Envelope, Recycled","Office Supplies",Envelopes,Africa,Africa,Angola,Malanje,Malanje,46.00,15.06,1,0.00,1.77
311,AO-2011-9910,2011-12-05,2011-12-12,"Standard Class",Medium,RP-98551,"Roy Phan",Corporate,OFF-HAR-10002083,"Harbour Creations Round Labels, 5000 Label Set","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,29.00,11.04,4,0.00,2.19
364,AO-2013-6050,2013-12-10,2013-12-15,"Standard Class",Medium,JP-54601,"Jennifer Patt",Corporate,FUR-ELD-10004994,"Eldon Clock, Duo Pack",Furniture,Furnishings,Africa,Africa,Angola,Luanda,Luanda,57.00,24.87,1,0.00,4.73
325,AO-2013-6050,2013-12-10,2013-12-15,"Standard Class",Medium,JP-54601,"Jennifer Patt",Corporate,OFF-STO-10003802,"Stockwell Rubber Bands, Assorted Sizes","Office Supplies",Fasteners,Africa,Africa,Angola,Luanda,Luanda,56.00,10.56,4,0.00,4.52
361,AO-2014-190,2014-12-05,2014-12-11,"Standard Class",Medium,RW-95401,"Rick Wilson",Corporate,FUR-HAR-10004129,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,Africa,Africa,Angola,Huambo,Huambo,182.00,52.86,1,0.00,14.55
324,AO-2014-190,2014-12-05,2014-12-11,"Standard Class",Medium,RW-95401,"Rick Wilson",Corporate,OFF-STO-10003802,"Stockwell Rubber Bands, Assorted Sizes","Office Supplies",Fasteners,Africa,Africa,Angola,Huambo,Huambo,14.00,2.64,1,0.00,0.85
362,AO-2012-2480,2012-06-13,2012-06-18,"Standard Class",Medium,MG-82051,"Mitch Gastineau",Corporate,FUR-ADV-10004499,"Advantus Photo Frame, Durable",Furniture,Furnishings,Africa,Africa,Angola,Luanda,Luanda,100.00,15.96,2,0.00,6.09
327,AO-2012-2480,2012-06-13,2012-06-18,"Standard Class",Medium,MG-82051,"Mitch Gastineau",Corporate,OFF-IBI-10002637,"Ibico Binding Machine, Durable","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,53.00,24.33,1,0.00,3.47
326,AO-2012-2480,2012-06-13,2012-06-18,"Standard Class",Medium,MG-82051,"Mitch Gastineau",Corporate,OFF-CUI-10001060,"Cuisinart Toaster, Red","Office Supplies",Appliances,Africa,Africa,Angola,Luanda,Luanda,53.00,17.10,1,0.00,3.75
357,AO-2012-1000,2012-12-03,2012-12-07,"Standard Class",Medium,DK-32251,"Dean Katz",Corporate,"TEC-HP -10003618","HP Fax Machine, Digital",Technology,Copiers,Africa,Africa,Angola,Luanda,Luanda,300.00,0.00,1,0.00,21.56
301,AO-2012-1000,2012-12-03,2012-12-07,"Standard Class",Medium,DK-32251,"Dean Katz",Corporate,OFF-ACC-10004871,"Acco Binder Covers, Economy","Office Supplies",Binders,Africa,Africa,Angola,Luanda,Luanda,53.00,21.84,4,0.00,5.90
267,AO-2012-1000,2012-12-03,2012-12-07,"Standard Class",Medium,DK-32251,"Dean Katz",Corporate,TEC-CIS-10001877,"Cisco Office Telephone, with Caller ID",Technology,Phones,Africa,Africa,Angola,Luanda,Luanda,80.00,10.44,1,0.00,4.48
103,AO-2012-2750,2012-08-09,2012-08-14,"Standard Class",Medium,CA-23101,"Christine Abelman",Corporate,OFF-CAR-10001358,"Cardinal Hole Reinforcements, Clear","Office Supplies",Binders,Africa,Africa,Angola,Benguela,Benguela,5.00,2.19,1,0.00,0.37
339,AO-2014-2160,2014-05-20,2014-05-24,"Standard Class",Medium,LC-70501,"Liz Carlisle",Consumer,OFF-TEN-10003089,"Tenex File Cart, Blue","Office Supplies",Storage,Africa,Africa,Angola,Huambo,Huambo,533.00,95.88,4,0.00,20.23
328,AO-2014-2160,2014-05-20,2014-05-24,"Standard Class",Medium,LC-70501,"Liz Carlisle",Consumer,OFF-AME-10000244,"Ames Manila Envelope, Security-Tint","Office Supplies",Envelopes,Africa,Africa,Angola,Huambo,Huambo,54.00,21.66,2,0.00,4.29
329,AO-2014-6900,2014-08-15,2014-08-22,"Standard Class",Medium,AJ-9451,"Ashley Jarboe",Consumer,OFF-KRA-10000113,"Kraft Peel and Seal, Recycled","Office Supplies",Envelopes,Africa,Africa,Angola,Huambo,Huambo,39.00,2.28,2,0.00,3.11
330,AO-2013-3830,2013-10-30,2013-11-05,"Standard Class",Medium,SC-103051,"Sean Christensen",Consumer,OFF-HON-10003230,"Hon Removable Labels, Adjustable","Office Supplies",Labels,Africa,Africa,Angola,Luanda,Luanda,16.00,2.28,2,0.00,1.63
360,AO-2011-7110,2011-06-21,2011-06-25,"Standard Class",Medium,AA-4801,"Andrew Allen",Consumer,FUR-HON-10000339,"Hon Bag Chairs, Set of Two",Furniture,Chairs,Africa,Africa,Angola,Bie,Kuito,47.00,5.67,1,0.00,4.58
348,AO-2011-7110,2011-06-21,2011-06-25,"Standard Class",Medium,AA-4801,"Andrew Allen",Consumer,OFF-STA-10000155,"Stanley Pencil Sharpener, Water Color","Office Supplies",Art,Africa,Africa,Angola,Bie,Kuito,56.00,2.22,2,0.00,2.24
